id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_followup_with	log_prob_followup_without	log_prob_full_with	log_prob_full_without	include_context
1081	not	Let's see if we can reach some sort of agreement over your curfew.__eou__Okay. Everyone else's parents let them stay out until two or three in the morning.	Well. I'm not everyone else's father. I think you need to be in the house by ten o'clock.	Well. I'm everyone else's father. I think you need to be in the house by ten o'clock.	That's absurd.	-108.51906538009644	-120.96683549880981	-26.53924870491028	-26.713202238082886	-319.3707922697067	-332.03039038181305	True
1093	not	I would like to return this pair of shoes.__eou__Do you have a sales slip?__eou__Here it is.	Sorry, things on sale are not allowed to be refunded or exchanged.	Sorry, things on sale are allowed to be refunded or exchanged.	Oh, but this pair of shoes are a bit too tight. Could I change them for something bigger?	-103.57448172569275	-108.57582950592041	-78.3099274635315	-76.22863280773163	-345.6709506511688	-348.616513133049	True
1144	not	Here! Here! Use my card!__eou__No, you don't! I should treat my new brother-in-law!	Not on your life! I'm the best man, so I pay!	On your life! I'm the best man, so I pay!	OK, OK. On one condition.	-93.0731430053711	-99.5263442993164	-37.01698434352875	-35.38329339027405	-305.8129243850708	-310.68043887615204	True
1154	not	Did you order the cake?__eou__Oh, I forgot.	Get on the phone right now. It might not be too late.	Get on the phone right now. It might be too late.	I’m so sorry! OK, so you just want a simple message on it.	-99.33630847930908	-97.05141830444336	-91.14418196678162	-89.9464784860611	-316.1018216609955	-312.63845694065094	True
1158	not	Do you have perfume?__eou__Yes, what kind of smell do you like?__eou__I would like some light smell.	How about this one? It's not that concentrated.	How about this one? It's that concentrated.	Can I smell it?	-86.87986469268799	-90.65491962432861	-17.045591711997986	-19.661120295524597	-307.57044744491577	-313.940797328949	True
1171	not	Peter, listen to the lyrics of this song.__eou__What's so special about this song?__eou__It's from the musical that is so popular in New York right now. Do you like it?	Not very much. It sounds too emotional to me.	Very much. It sounds too emotional to me.	That's why it is so popular. It was recorded by Barbara Tutin. I've heard that when she sang this song on stage the opening night, she created quite a sensation.	-97.57246446609497	-102.02077150344849	-153.08336508274078	-150.52260637283325	-470.6901661157608	-472.62728929519653	True
1178	not	Hello.__eou__Hello. Is Steve there?	I'm sorry. He's not here right now.	I'm sorry. He's here right now.	What time will he be back?	-67.17487978935242	-82.6983871459961	-25.414506912231445	-32.402082562446594	-229.73676538467407	-252.16815173625946	True
1207	not	Tu Mao, I'm hungry, let's get something to eat.__eou__Me too. Is there a place nearby that we can get something to eat?	There's a Kentucky's not far ahead and there's a McDonald's in down street.	There's a Kentucky's far ahead and there's a McDonald's in down street.	Kentucky's? Is that a chain restaurant?	-140.06627655029297	-131.6695098876953	-25.21026384830475	-27.041460752487183	-329.8159337043762	-323.3030366897583	True
1241	not	This place is great. I'm surprised there are so many things here.	Yes, but it takes a while to find things. It's not organized as carefully as a regular store.	Yes, but it takes a while to find things. It's organized as carefully as a regular store.	What's the difference between an outlet and a regular store?	-138.19932627677917	-145.27366709709167	-42.90306568145752	-41.92336428165436	-271.68957102298737	-277.82159543037415	True
1250	not	I'll try one of these on. ( The customer tries one of the shoes on. ) It's too big. It slides up and down my heel when I walk around.__eou__Well, let's try a size ten. ( He gets another pair and the customer tries a shoe on ) Looks like a perfect fit.	Not really. It pinches my toes.	Really. It pinches my toes.	I'm sure they'll be fine once you break them in.	-68.13963603973389	-79.45085048675537	-36.3061329126358	-31.556153416633606	-402.4821434020996	-409.05516481399536	True
1266	not	I'm getting so paunchy that I'm afraid I have to buy a new belt to-morrow, and I think I must go on a diet.	You are just a little bit chubby, not paunchy.	You are just a little bit chubby, paunchy.	You know, I'm a compulsive overeater. I got to watch what I eat.	-82.63387310504913	-93.05253684520721	-52.86102020740509	-49.40515065193176	-289.77908957004547	-296.72953283786774	True
1270	not	Excuse me, I'm looking for the Holiday Inn. Do you know where it is?__eou__Sure. It's down this street on the left.__eou__Is it far from here?	No, it's not far.	No, it's far.	How far is it?	-56.41671919822693	-66.34592127799988	-11.336427688598633	-6.680301785469055	-288.21803200244904	-293.48719906806946	True
1273	not	Now that you have learned Kung fu for a few months, what are your general impression of it?__eou__I think, maybe, it takes a real Kung fu master to give a more fair assessment; meanwhile, I am no more than a beginner. But I really doubt whether kung fu would be of any great help when it comes to defending oneself in real life.	You mean, kung fu may not be so powerful as it is imagined? To some extent your idea holds water. Kung fu was originally intended for self-defense, but with time it became something more than defense skills. Now we are apt to treat it as an art.	You mean, kung fu may be so powerful as it is imagined? To some extent your idea holds water. Kung fu was originally intended for self-defense, but with time it became something more than defense skills. Now we are apt to treat it as an art.	An art! You have a good point there. So it is called martial arts in English. The Chinese are really capable of doing things nicely. They even made fighting a great enjoyment, so marvelous and fascinating.	-234.99145770072937	-235.08628952503204	-175.3166984319687	-174.67543065547943	-729.6043744087219	-729.0542404651642	True
1286	not	"I'm sorry, but I didn't catch what you said.__eou__I said, "" Do you want me to help you? """	If you're sure you're not in a hurry, I can use a little help.	If you're sure you're in a hurry, I can use a little help.	OK. Would you like me to get you a cab?	-109.59378051757812	-113.17741394042969	-58.88077712059021	-56.69164276123047	-309.65485072135925	-311.0152006149292	True
1290	not	Hello, Steven. Annie said that you and Julia have had a quarrel, haven’t you?	That’s true. We had an argument yesterday. She blamed me for not preparing the supper that day, but it was her turn to cook the dinner.	That’s true. We had an argument yesterday. She blamed me for preparing the supper that day, but it was her turn to cook the dinner.	That's the reason why you fought?	-141.58135056495667	-143.61506962776184	-42.876954197883606	-43.264649629592896	-320.77221751213074	-323.22549521923065	True
1299	not	Hello?	Hello? Mr. Bernie. My name is Lisa. I hope I’m not disturbing you. I just heard about your daughter. I wanted to call you and tell you how much we’ll miss her.	Hello? Mr. Bernie. My name is Lisa. I hope I’m disturbing you. I just heard about your daughter. I wanted to call you and tell you how much we’ll miss her.	I’m sorry. I think you are calling the wrong person. My name is not Mr. Bernie.	-200.7758194208145	-205.40039539337158	-57.773884773254395	-58.652552485466	-318.48305916786194	-323.9282149076462	True
1309	not	I am past my stop. Would you please let me get off?	I am sorry. It's not allowed. You have to wait till the next station.	I am sorry. It's allowed. You have to wait till the next station.	Well, that's OK.	-100.82679748535156	-109.18441772460938	-28.007830023765564	-23.989075541496277	-221.2491625547409	-225.58802831172943	True
1334	not	"What was that?__eou__I said, "" Is there anything I can do? """	If it's not too much trouble, I would like some help.	If it's too much trouble, I would like some help.	It's no trouble at all. I'll carry this suitcase for you.	-88.28266906738281	-102.11163330078125	-49.5103223323822	-49.9910272359848	-283.62479639053345	-298.00073397159576	True
1347	not	Hello, Frank.__eou__Hi, Steven. What's new with you?	Not too much. I'm looking to rent an apartment.	Too much. I'm looking to rent an apartment.	Why?	-80.83924293518066	-82.14387702941895	-22.462943196296692	-21.597713232040405	-242.07968735694885	-242.51909148693085	True
1348	not	So, how should we get to the theatre?__eou__Let's take the bus.__eou__I hate the bus system in London! The bus drivers are rude, the buses are never on time, and there are few people around who can help you.	It's not that bad. You probably just had a bad experience once.	It's that bad. You probably just had a bad experience once.	It wasn't just once. Every single time I take the bus, something bad happens to me or to someone else on the bus.	-68.23214709758759	-86.7210978269577	-55.01358199119568	-54.14525246620178	-410.208221077919	-427.80081367492676	True
1353	not	Oh, dear. My weight has gone up again.	I'm not surprised. You eat too much.	I'm surprised. You eat too much.	And I suppose sitting at a desk all day at the office doesn't help.	-76.8114378452301	-89.23829483985901	-47.6487398147583	-48.743515491485596	-214.53465151786804	-228.03111481666565	True
1370	not	Have you been taken care of?	Not yet. I am looking for a black suitcase.	Yet. I am looking for a black suitcase.	Is there any special brand you'd like?	-100.93585014343262	-108.42584037780762	-51.41934370994568	-51.993059039115906	-221.77432656288147	-229.81648671627045	True
1385	not	Check the mirror. How do you like it?	I think the style is a little old-fashioned. It's not what I want.	I think the style is a little old-fashioned. It's what I want.	I think this one fits you. It's the new fashion style.	-99.61929130554199	-106.17104911804199	-61.52003026008606	-59.71135628223419	-244.53153109550476	-249.3711782693863	True
1391	not	Your dog is really cute. What's his name?__eou__His name is Bingo.__eou__What kind of dog is he?	We're not sure because the neighbour gave him to us after they moved away.	We're sure because the neighbour gave him to us after they moved away.	Well, he sure likes to run around a lot. Is he well behaved?	-98.17585468292236	-114.66004180908203	-57.374807238578796	-55.71456849575043	-322.7628095149994	-337.56882405281067	True
