id	word	context	w_word	wo_word	followup	with-without_diff
1494	not	I swear I will never shop at a street market in China. It's a terrible place full of excellent profiteers! You have to keep an eye whenever it comes to paying for something.__eou__cool down, Harry! What are you really mad about? Did you get ripped off?__eou__yes. Last Sunday I went to a nearby market. It was on open-air fair. I chanced upon this bag and bought it on the spot, without even trying to strike a bargain. I paid one hundred and twenty. And just now I was told by my Chinese colleagues I bought it overpriced. I could have talked my way to thirty.	Is that so? I'm afraid people here will not take pity on unlucky guys like you. Bargaining has always been an indispensable procedure in business deals. It's the norm of free trade. The seller sets a preposterous price, and the buyer tries his best to bring it down, until a compromise is reached. Yet you ignored the process. No wonder you ended up easy prey.	Is that so? I'm afraid people here will take pity on unlucky guys like you. Bargaining has always been an indispensable procedure in business deals. It's the norm of free trade. The seller sets a preposterous price, and the buyer tries his best to bring it down, until a compromise is reached. Yet you ignored the process. No wonder you ended up easy prey.	but don't you think it annoying to overcharge the customers by such a handsome margin?	0.020205655627253183
1511	not	Hello, darling! Did you have a good day today?__eou__It was okay.__eou__Would you like a drink?	No thanks, I'm not thirsty.	No thanks, I'm thirsty.	Dinner will be ready at six. Are you hungry?	0.09453339889401291
1513	not	The last thing to be ignored at a Chinese dinner table is to keep modest.__eou__Does that suggest diners avoid speaking much? The same is true in the West.	No, absolutely not! On the contrary, you'll be considered a well-connected, sociable man, if you keep involved in the conversation all the time. But always pay attention to what you say. If the table has a senior guest, say something as upbeat and cheerful as possible. Or maybe, you may give the floor to him and keep listening as if very interested.	No, absolutely! On the contrary, you'll be considered a well-connected, sociable man, if you keep involved in the conversation all the time. But always pay attention to what you say. If the table has a senior guest, say something as upbeat and cheerful as possible. Or maybe, you may give the floor to him and keep listening as if very interested.	You mean, keeping a low profile in the presence of the old? That goes in like with Confucius' preachings, right?	0.045484427533118765
1515	not	In China at least, coffee is often associated with an exotic, well-to-do bourgeois lifestyle. Coffee is often considered a hobby of the well-educated, middle-class people.__eou__Maybe that's why some young chaps often spend a whole afternoon in a coffee bar, surfing the net or just typewriting something with laptop. While they are savoring a coffee at a leisured pace, they are actually showing off!	Yes. Behind a lifestyle, there is a culture. Young people easily become blind worshippers of a Westernized life. While they may not really like coffee, they think it desirable and enviable to be lavish with money in those high-consumption places.	Yes. Behind a lifestyle, there is a culture. Young people easily become blind worshippers of a Westernized life. While they may really like coffee, they think it desirable and enviable to be lavish with money in those high-consumption places.	Then what about tea? We need to bear in mind in the first place that tea, rather than coffee, has been the most popular drink for the Chinese people.	0.018335447544207906
1517	not	Does tea-serving follow any special etiquette in China? Each time I dropped in at my Chinese friends' homes, their parents would offer me a cup of hot, strong tea, though they never inquired of me about whether I want it.	You've got a point there. It is a custom and good manners to serve tea to a guest who comes to pay a visit. There is no need to ask if he needs it or not, or if he wants something else. It might be an insult to the guest if he is left sitting there without being served tea.	You've got a point there. It is a custom and good manners to serve tea to a guest who comes to pay a visit. There is no need to ask if he needs it or, or if he wants something else. It might be an insult to the guest if he is left sitting there without being served tea.	So the guest is presumed to be thirsty and in need of some drink after the trip. In that case, I guess, in return, the guest doesn't have to drink it if he wouldn't like it.	0.053805032626915494
1520	not	What reasons do westerners drink for?__eou__I don't think drinking requires any special purposes. For us people in the West, the purpose is generally quite simple-to savor the wine.	I know what you mean there. In many circumstances, people kiss the baby for the nurse's sake. And that's what we do when drinking at a banquet. Even though we do have a rich variety of brand-name wines, like Matai and Showing Yellow Rice Wine, alcohol is usually served not for the enjoyment itself. We just be its Dionysus effect to enliven the atmosphere, improve personal association with each other and solidify friendship.	I know what you mean there. In many circumstances, people kiss the baby for the nurse's sake. And that's what we do when drinking at a banquet. Even though we do have a rich variety of brand-name wines, like Matai and Showing Yellow Rice Wine, alcohol is usually served for the enjoyment itself. We just be its Dionysus effect to enliven the atmosphere, improve personal association with each other and solidify friendship.	"And to make matters worse, you're urged to drink "" one more cup time and again.There is too much etiquette to observe. You'II be set free at a Western banquet It seems we are keen to make it convenient as possible to savor the wine, its color, its aroma and its delicate taste."	0.016321817346140133
1544	not	Come on in.Let me show you the house.Isn' t it something?__eou__Spacious, bright and clean.And the walls were newly painted.__eou__Have you ever seen such a nice house?	Not really.	Really.	This is the kitchen.Every - thing's new.	0.08989742829193625
1553	not	Our housing problem is a highly complicated issue.__eou__It is true. I think we should change some policies.__eou__Right. Like our LPF program. The mortgage size is linked with the amount of savings households have accumulated on their LPF accounts.	Indeed, it's unfair. Households with higher salaries receive larger LPF contributions and thus qualify for larger loans. Lower-income households, on the other hand, can only get smaller loans, or perhaps nothing if they could not afford to purchase any housing.	Indeed, it's unfair. Households with higher salaries receive larger LPF contributions and thus qualify for larger loans. Lower-income households, on the other hand, can only get smaller loans, or perhaps nothing if they could afford to purchase any housing.	Like you and me!	0.05528754041228057
1556	not	Henry, do you know how much we spent this month?	No, I'm not clear.	No, I'm clear.	we've spent $ 1,000.	0.17495424075004395
1560	not	Hey, Jimmy, you've been sitting in front of the TV all day. Anything interesting on TV?	Not really. Quite boring right now, actually. Mostly infomercials and public service announcements.	Really. Quite boring right now, actually. Mostly infomercials and public service announcements.	Why don't you turn off the TV and get outside? You need to get some fresh air.	0.16627162014512709
1562	not	Did you watch the finale last night? My favorite singer won!	Oh, I love him too. He not only sings well but shows perseverance when he encounters difficulties in the contest.	Oh, I love him too. He only sings well but shows perseverance when he encounters difficulties in the contest.	Yeah, he got booted after his initial performance in the audition, but he did not give up. He then tried at another two auditions.	0.1701685638376924
1570	not	Steven, it's ten o'clock. I'm going to bed. I'm beat.__eou__Okay. I'm going to stay up a while. I've got to go over the household budget. We've sightly overspent this month.__eou__Oh, can't you do it tomorrow? It's already past 10.	But I'm not sleepy, darling. I want to finish it today.	But I'm sleepy, darling. I want to finish it today.	Okay. Please close the door to the basement before you go to bed. I don't want the dog down there tonight.	0.06082722461039136
1580	not	Excuse me. Could you please tell me how to get to the nearest cinema?__eou__Turn left at the second light. You can't miss it.__eou__Will it take me long to get there?	No. It's not far at all.	No. It's far at all.	Thank you very much.	0.21625595758676175
