id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context
984	just	Say, what's you favorite sport?__eou__Mmmm ..., it's hard to say. I like golf a lot-but I guess like skating better.__eou__Do you know how to skate, like a skater?	No, I'm strictly a spectator. I just like watching skating. It's so beautiful.	No, I'm strictly a spectator. I like watching skating. It's so beautiful.	Then you must know a lot about skating.	-37.00127410888672	-36.16423797607422	-1.608751048212466	-1.6438289989124646	23	22	-14.277986526489258	-14.284852981567383	-1.098306655883789	-1.0988348447359526	13	13	-199.86896514892578	-198.9845962524414	-2.245718709538492	-2.261188593777743	89	88	True
991	just	Ouch! I'm hurt.__eou__Are you all right?	Yes. I'm OK. I just had a tumble. No big deal.	Yes. I'm OK. I had a tumble. No big deal.	Good. You scared me.	-32.27766036987305	-32.2739372253418	-1.6138830184936523	-1.6986282750179893	20	19	-14.419875144958496	-14.141109466552734	-1.4419875144958496	-1.4141109466552735	10	10	-95.8696985244751	-95.58720970153809	-1.917393970489502	-1.9507593816640425	50	49	True
995	just	Are you being served, sir?	No, not yet. I just want a haircut.	No, not yet. I want a haircut.	Will you sit here, please? How would you like it cut?	-26.805511474609375	-24.352142333984375	-1.7870340983072917	-1.739438738141741	15	14	-27.49764919281006	-26.09817123413086	-1.5276471773783367	-1.449898401896159	18	18	-89.86509609222412	-85.99296188354492	-2.0423885475505483	-1.9998363228731377	44	43	True
997	just	Excuse me. You can't leave your car here.	Oh, but I Just want to pick up a package. It won't take long.	Oh, but I Want to pick up a package. It won't take long.	I'm afraid you'll have to find a parking meter.	-39.604976654052734	-41.122066497802734	-1.8002262115478516	-1.958193642752511	22	21	-15.473123550415039	-15.97067642211914	-0.9670702219009399	-0.9981672763824463	16	16	-100.18991661071777	-102.20455932617188	-1.8553688261244032	-1.9283879118145637	54	53	True
998	just	It's your turn, sir. I'm sorry that you had to wait. Saturday is a busy day for us.__eou__I suppose so. A haircut, please.__eou__How do you want your hair cut? Any particular way?	I'd just like a trim, and don't cut it too short.	I'd like a trim, and don't cut it too short.	Yes, sir. How about the sideburns?	-22.260602712631226	-20.337587118148804	-1.1716106690858539	-1.129865951008267	19	18	-14.938186645507812	-14.707505702972412	-0.9958791097005208	-0.9805003801981608	15	15	-167.9657850265503	-165.80573320388794	-1.8457778574346186	-1.8422859244876437	91	90	True
1001	just	Hello! Are you shopping here today? Haven't I seen you in some flea markets and thrift shops a couple of times?	I'm just comparing prices.	I'm comparing prices.	You should! This thrift shop is really cheap, though, you have to pay cash here.	-17.570011138916016	-17.324405670166016	-1.7570011138916015	-1.9249339633517795	10	9	-60.313350677490234	-59.35856914520264	-2.6223195946734883	-2.580807354139245	23	23	-177.39436721801758	-176.18567943572998	-2.861199471258348	-2.8882898268152455	62	61	True
1043	just	May I help you?	No, thank you. I'm just looking. Maybe later I might need your help.	No, thank you. I'm looking. Maybe later I might need your help.	I hope you will! Take your time. We have a lot more upstairs.	-35.61504554748535	-41.08930015563965	-1.6188657067038796	-1.9566333407447452	22	21	-43.18910217285156	-45.76028251647949	-2.159455108642578	-2.288014125823975	20	20	-110.23750495910645	-118.27291870117188	-2.1615197050805186	-2.3654583740234374	51	50	True
1047	just	Excuse me. What time does the next bus for Boston leave?__eou__It leaves at 8: 30.__eou__I see. Are there any seats available?	Just a moment, please. Yes, you can have a seat.	A moment, please. Yes, you can have a seat.	Good. How much is a one-way ticket?	-20.399218559265137	-24.811205863952637	-1.1332899199591742	-1.459482697879567	18	17	-16.21528434753418	-16.501117706298828	-1.1582345962524414	-1.1786512647356306	14	14	-116.63610076904297	-121.31646537780762	-1.534685536434776	-1.6175528717041017	76	75	True
1052	just	It's time to get up!	I just went to bed!	I went to bed!	You shouldn't have stayed up so late watching TV. I told you we had to get an early start.	-13.951278686523438	-16.358261108398438	-1.3951278686523438	-1.8175845675998263	10	9	-38.35231590270996	-38.554006576538086	-1.4750890731811523	-1.4828464067899263	26	26	-86.68202018737793	-89.30277824401855	-1.8442983018591048	-1.941364744435186	47	46	True
1101	just	Wow! What's the hold up?	It’s probably just people trying to get an early start out of the city for the weekend. Nobody sticks around in the summer.	It’s probably people trying to get an early start out of the city for the weekend. Nobody sticks around in the summer.	Really? Then, I guess I won’t have a hard time finding a room or getting a cab?	-73.5074234008789	-73.1530532836914	-2.4502474466959634	-2.5225190787479796	30	29	-52.23798179626465	-52.15345859527588	-2.0895192718505857	-2.0861383438110352	25	25	-167.59781074523926	-167.14653491973877	-2.5014598618692427	-2.5325232563596782	67	66	True
1105	just	Hello. Is Becky there, please?	Just a moment, please. I’ll see if she’s free.	A moment, please. I’ll see if she’s free.	Thanks.	-13.415470123291016	-18.024784088134766	-0.7453038957383897	-1.060281416949104	18	17	-4.015758514404297	-4.053435325622559	-0.6692930857340494	-0.6755725542704264	6	6	-62.33232879638672	-67.00025463104248	-1.731453577677409	-1.9142929894583567	36	35	True
1154	just	Did you order the cake?__eou__Oh, I forgot.__eou__Get on the phone right now. It might not be too late.	I’m so sorry! OK, so you just want a simple message on it.	I’m so sorry! OK, so you want a simple message on it.	Yeah. How about' Happy Birthday Tony, from the gang.'	-50.43026542663574	-49.14217948913574	-2.401441210792178	-2.457108974456787	21	20	-45.9905366897583	-46.1515998840332	-2.705325687632841	-2.7147999931784237	17	17	-177.4192771911621	-176.315691947937	-2.365590362548828	-2.3826444857829325	75	74	True
1157	just	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	-16.9339599609375	-23.2236328125	-1.2095685686383928	-1.7864332932692308	14	13	-5.9746551513671875	-6.024559020996094	-0.9957758585611979	-1.0040931701660156	6	6	-55.063392639160156	-61.41603088378906	-1.668587655732126	-1.9192509651184082	33	32	True
1199	just	Excuse me, do you have any English songs?__eou__Yes, we do. They are all in this book.__eou__Great, thanks.	No problem. Just give us a few minutes more to pull them up, though. We don’t get that many English singers!	No problem. Give us a few minutes more to pull them up, though. We don’t get that many English singers!	Oh, I see.	-77.95910835266113	-76.79660224914551	-2.5986369450887046	-2.6481586982463967	30	29	-5.940183639526367	-6.204385757446289	-0.6600204043918185	-0.6893761952718099	9	9	-163.19787693023682	-162.2449016571045	-2.0922804734645744	-2.107076644897461	78	77	True
1246	just	Good afternoon, ma'am. Can I help you find anything?	No, thanks. I'm just looking.	No, thanks. I'm looking.	We have a special on these skirts this week. Would you like to try one on?	-8.86703872680664	-14.23666763305664	-0.6820799020620493	-1.1863889694213867	13	12	-31.120017051696777	-33.320241928100586	-1.4145462296225808	-1.5145564512772993	22	22	-83.27027034759521	-90.83450889587402	-1.6013513528383696	-1.7810688018798828	52	51	True
1249	just	What is your policy on returns?	If you bring them back with your receipt within seven days, you'll get a full refund. Also, if you need alterations to the pants, just bring them in and we'll do them for free.	If you bring them back with your receipt within seven days, you'll get a full refund. Also, if you need alterations to the pants, bring them in and we'll do them for free.	Sounds good.	-77.63502502441406	-77.22013473510742	-1.7252227783203125	-1.7550030621615322	45	44	-6.579957962036133	-6.631139755249023	-0.9399939945765904	-0.9473056793212891	7	7	-124.7921028137207	-124.48579406738281	-1.9808270287892176	-2.0078353881835938	63	62	True
1254	just	What'll it be today, sir?__eou__Fill it up. Super Unleaded.__eou__Shall we check your oil and tires?	I just checked the oil myself, but you can check the tires.	I checked the oil myself, but you can check the tires.	( The attendants fill the tank, clean the windscreen, and add some air to the tires. ) All right, sir, that'll be $ 26.50.	-21.535066604614258	-19.454256057739258	-1.1963925891452365	-1.144368003396427	18	17	-79.98134994506836	-80.32265186309814	-1.999533748626709	-2.0080662965774536	40	40	-182.59066724777222	-180.85378313064575	-1.9220070236607603	-1.9239764162834654	95	94	True
1266	just	I'm getting so paunchy that I'm afraid I have to buy a new belt to-morrow, and I think I must go on a diet.	You are just a little bit chubby, not paunchy.	You are a little bit chubby, not paunchy.	You know, I'm a compulsive overeater. I got to watch what I eat.	-26.809978485107422	-26.71006965637207	-1.5770575579474955	-1.6693793535232544	17	16	-38.51524901390076	-38.2751407623291	-1.6048020422458649	-1.5947975317637126	24	24	-174.47755312919617	-174.14049339294434	-2.265942248431119	-2.2913222814861096	77	76	True
1267	just	Hi. Can I help you?	No, thanks. I’m just looking around.	No, thanks. I’m looking around.	Okay. Please let me know if you need any help.	-13.497066497802734	-17.296295166015625	-0.964076178414481	-1.3304842435396635	14	13	-13.040994644165039	-13.797176361083984	-0.8150621652603149	-0.862323522567749	16	16	-59.49064254760742	-64.04955863952637	-1.4509912816489614	-1.6012389659881592	41	40	True
1299	just	Hello?	Hello? Mr. Bernie. My name is Lisa. I hope I’m not disturbing you. I just heard about your daughter. I wanted to call you and tell you how much we’ll miss her.	Hello? Mr. Bernie. My name is Lisa. I hope I’m not disturbing you. I heard about your daughter. I wanted to call you and tell you how much we’ll miss her.	I’m sorry. I think you are calling the wrong person. My name is not Mr. Bernie.	-90.2857608795166	-91.85737037658691	-2.0063502417670356	-2.0876675085587935	45	44	-30.861379623413086	-30.513864517211914	-1.2344551849365235	-1.2205545806884766	25	25	-147.92845344543457	-149.15839958190918	-1.946427019018876	-1.9887786610921223	76	75	True
1348	just	So, how should we get to the theatre?__eou__Let's take the bus.__eou__I hate the bus system in London! The bus drivers are rude, the buses are never on time, and there are few people around who can help you.	It's not that bad. You probably just had a bad experience once.	It's not that bad. You probably had a bad experience once.	It wasn't just once. Every single time I take the bus, something bad happens to me or to someone else on the bus.	-22.90715789794922	-24.91338348388672	-1.2056398893657483	-1.3840768602159288	19	18	-30.809680938720703	-31.23009157180786	-0.9938606754426034	-1.0074223087679954	31	31	-184.79263925552368	-187.22257137298584	-1.6799330841411244	-1.7176382694769343	110	109	True
1373	just	My aunt told me one of her secrets--cellophane tape.	I just got it at the special health store. It's for my flabby arms.	I got it at the special health store. It's for my flabby arms.	Let me know how it works.	-61.5128059387207	-56.4434700012207	-2.796036633578214	-2.6877842857724143	22	21	-12.719182968139648	-12.933086395263672	-1.156289360739968	-1.175735126842152	11	11	-147.37067365646362	-142.51524114608765	-2.834051416470454	-2.794416493060542	52	51	True
1406	just	Excuse me, driver. Let me off here, please.__eou__Well, it's not the supermarket you want.	I have just changed my plan.	I have changed my plan.	OK.	-22.01262378692627	-19.38840961456299	-2.0011476169932974	-1.938840961456299	11	10	-5.285961151123047	-5.294998645782471	-0.8809935251871744	-0.8824997742970785	6	6	-110.18414211273193	-107.56896543502808	-2.2955029606819153	-2.28870139223464	48	47	True
1429	just	Let's go to Burger Queen for lunch. They have good cheese burgers.__eou__OK. I am hungry, too. I like their milkshake. They're very creamy and tasty.	Look at the long line, there are always a lot of people waiting in lines just for the cheese burger. It must be very delicious.	Look at the long line, there are always a lot of people waiting in lines for the cheese burger. It must be very delicious.	Yup. But, this also means we have to wait to order our food.	-64.1430549621582	-57.3681526184082	-2.004470467567444	-1.8505855683357484	32	31	-42.861754417419434	-42.96448469161987	-2.1430877208709718	-2.1482242345809937	20	20	-220.85909366607666	-214.14807271957397	-2.3006155590216317	-2.2541902391534103	96	95	True
