pilot_row_index	source_row_index	source_file_index	id	word	_5	context	w_word	wo_word	followup	human_negative_followups	human_negative_pilot_row_indices	human_negative_source_row_indices	human_negative_count	followup_token_length	followup_final_punctuation	build_seed	human_negative_target	row_limit	prompt_with	prompt_without	next_speaker	fold_id
30	30	68	385	not		Dad, do you know where Mom is?__eou__I think she is in her room putting a little something together for you to take to school with you.	She'd better not start crying like she usually does.	She'd better start crying like she usually does.	I know, but she is going to miss you something awful. Have I told you how proud I am of you?	"[""I am better. I will go out to have a visit to my aunt. Why don't we have fun on weekend?"",""Thank you. I'd tike to buy some milk powder for my baby. Is there anything that you can recommend for me?"",""It's hard for us to believe it. Our instruments have been the best quality for years. Have you any reliable evidence?"",""English and computer skills are comparatively important to this position, especially in the starting period. What\u2019s your ability in these two fields?"",""Yes, it does seem a little silly to cash it now. I'll probably need about 25,000 RIB. Will that be a problem?""]"	[477,31,1306,1090,1247]	[477,31,1306,1090,1247]	5	21	?	13	5		"Speaker 1: Dad, do you know where Mom is?
Speaker 2: I think she is in her room putting a little something together for you to take to school with you.
Speaker 1: She'd better not start crying like she usually does.
Speaker 2: "	"Speaker 1: Dad, do you know where Mom is?
Speaker 2: I think she is in her room putting a little something together for you to take to school with you.
Speaker 1: She'd better start crying like she usually does.
Speaker 2: "	Speaker 2	2
31	31	70	388	not		Do I have to deposit my handbag at the checkroom?	No, you do not have to. The handbag can be taken with you. There is the cart at the entrance.	No, you do have to. The handbag can be taken with you. There is the cart at the entrance.	Thank you. I'd tike to buy some milk powder for my baby. Is there anything that you can recommend for me?	"[""It's hard for us to believe it. Our instruments have been the best quality for years. Have you any reliable evidence?"",""I know, but she is going to miss you something awful. Have I told you how proud I am of you?"",""I am better. I will go out to have a visit to my aunt. Why don't we have fun on weekend?"",""What? We are merging with Trusten? I never thought that would happen.Will we be getting new owners? Will it affect our jobs?"",""English and computer skills are comparatively important to this position, especially in the starting period. What\u2019s your ability in these two fields?""]"	[1306,30,477,835,1090]	[1306,30,477,835,1090]	5	21	?	13	5		"Speaker 1: Do I have to deposit my handbag at the checkroom?
Speaker 2: No, you do not have to. The handbag can be taken with you. There is the cart at the entrance.
Speaker 1: "	"Speaker 1: Do I have to deposit my handbag at the checkroom?
Speaker 2: No, you do have to. The handbag can be taken with you. There is the cart at the entrance.
Speaker 1: "	Speaker 1	1
32	32	76	413	not		Can I help you, sir?__eou__I'd like a table for two, please.__eou__Do you have a reservation, sir?	No, I'm afraid not. Can I sit over there? There's a table free by the window.	No, I'm afraid. Can I sit over there? There's a table free by the window.	Sorry, sir. That table has been reserved. This way, please. How about this one, sir?	"[""No problem at all, Mr Waterstone. Any preference as to how you want the money?"",""Is the restaurant on the right or on the left hand side of the road?"",""Well, we are so tired today. Can you tell me which bus I should take?"",""but don't you think it annoying to overcharge the customers by such a handsome margin?"",""Is it so easy? I never experienced this. Can you tell me something about it?""]"	[1266,48,973,278,1065]	[1266,48,973,278,1065]	5	15	?	13	5		"Speaker 1: Can I help you, sir?
Speaker 2: I'd like a table for two, please.
Speaker 1: Do you have a reservation, sir?
Speaker 2: No, I'm afraid not. Can I sit over there? There's a table free by the window.
Speaker 1: "	"Speaker 1: Can I help you, sir?
Speaker 2: I'd like a table for two, please.
Speaker 1: Do you have a reservation, sir?
Speaker 2: No, I'm afraid. Can I sit over there? There's a table free by the window.
Speaker 1: "	Speaker 1	0
33	33	77	420	not		Hello, Can I speak to Tom, please?	I'm afraid he is not in at the moment.	I'm afraid he is in at the moment.	May I ask what time he will come back?	"[""How did it grow into such a large place?"",""Are you sure we got on the right bus?"",""Do we need to book a table in advance?"",""Mom, can I have one more piece of cake?"",""Can you give him a call on his mobile?""]"	[715,328,449,10,464]	[715,328,449,10,464]	5	9	?	13	5		"Speaker 1: Hello, Can I speak to Tom, please?
Speaker 2: I'm afraid he is not in at the moment.
Speaker 1: "	"Speaker 1: Hello, Can I speak to Tom, please?
Speaker 2: I'm afraid he is in at the moment.
Speaker 1: "	Speaker 1	1
34	34	78	427	not		Jenny, you should go to bed now.__eou__But it's still early.__eou__Don't stay up late.	But Day. I'm not sleepy.	But Day. I'm sleepy.	Well, honey. Turn off the light, lie down and go to sleep.	"[""It will be fun. And besides, you'll be in the best company."",""you should be. You worked really hard last night preparing for it."",""The tapping of your pen on your desk. It\u2019s driving me crazy."",""Daniel, as a matter of fact, TV is bad for your health."",""Don\u2019t lose your reason. Go to find him and talk with him.""]"	[23,366,446,180,644]	[23,366,446,180,644]	5	12	.	13	5		"Speaker 1: Jenny, you should go to bed now.
Speaker 2: But it's still early.
Speaker 1: Don't stay up late.
Speaker 2: But Day. I'm not sleepy.
Speaker 1: "	"Speaker 1: Jenny, you should go to bed now.
Speaker 2: But it's still early.
Speaker 1: Don't stay up late.
Speaker 2: But Day. I'm sleepy.
Speaker 1: "	Speaker 1	4
35	35	86	460	not		What can I help you with today?__eou__My washing machine isn't working.__eou__What's the problem?	The water will not drain.	The water will drain.	Is there anything else wrong with it?	"[""What are you planning to do today?"",""May I turn on the radio then?"",""Can I see it for a second?"",""Any idea when he might be back?"",""Can I have a look as well?""]"	[889,149,1207,276,502]	[889,149,1207,276,502]	5	7	?	13	5		"Speaker 1: What can I help you with today?
Speaker 2: My washing machine isn't working.
Speaker 1: What's the problem?
Speaker 2: The water will not drain.
Speaker 1: "	"Speaker 1: What can I help you with today?
Speaker 2: My washing machine isn't working.
Speaker 1: What's the problem?
Speaker 2: The water will drain.
Speaker 1: "	Speaker 1	4
36	36	87	467	not		I'm thirsty. Pull over to that store, I'll buy some drinks.	I'm afraid I can't. Parking is not allowed here.	I'm afraid I can't. Parking is allowed here.	Oh, that's too bad. Where can you park around here?	"[""Then what time do you think he will be in?"",""Not a great week for the world! Any good news?"",""But Could you tell me when he will be back?"",""would you rather have her or your old boss back?"",""Honey, how about taking them to the beach this weekend?""]"	[39,877,1080,1235,704]	[39,877,1080,1235,704]	5	10	?	13	5		"Speaker 1: I'm thirsty. Pull over to that store, I'll buy some drinks.
Speaker 2: I'm afraid I can't. Parking is not allowed here.
Speaker 1: "	"Speaker 1: I'm thirsty. Pull over to that store, I'll buy some drinks.
Speaker 2: I'm afraid I can't. Parking is allowed here.
Speaker 1: "	Speaker 1	1
37	37	92	480	not		Hi Mike. What have you been up to?	Not much. I started exercising.	Much. I started exercising.	Trying to get in shape?	"[""You honestly have no idea?"",""When is he coming back?"",""Any marks on his face?"",""Why do you say that?"",""What is your greatest accomplishment?""]"	[375,12,205,1096,1092]	[375,12,205,1096,1092]	5	5	?	13	5		"Speaker 1: Hi Mike. What have you been up to?
Speaker 2: Not much. I started exercising.
Speaker 1: "	"Speaker 1: Hi Mike. What have you been up to?
Speaker 2: Much. I started exercising.
Speaker 1: "	Speaker 1	3
38	38	93	482	not		Mike, I'm afraid I can't come back home for dinner tonight.	Not back home for dinner again? That's the third time this week!	Back home for dinner again? That's the third time this week!	I'm sorry. Our company has just opened. There are always too many things to handle. You know that.	"[""I\u2019m sorry. Our company has just opened. There are always too many things to handle. You know that."",""Yeah but the bus takes a long time. You could fly - it\u2019s not so expensive these days."",""I went there to check for problems with the home, so you aren\u2019t surprised when you move in."",""I know. But I just can't stand her butting in when I was trying to emphasize a point."",""it\u2019s not use worrying about it now. you\u2019Ve done test and you can\u2019t change any of your answers.""]"	[8,1005,291,618,372]	[8,1005,291,618,372]	5	18	.	13	5		"Speaker 1: Mike, I'm afraid I can't come back home for dinner tonight.
Speaker 2: Not back home for dinner again? That's the third time this week!
Speaker 1: "	"Speaker 1: Mike, I'm afraid I can't come back home for dinner tonight.
Speaker 2: Back home for dinner again? That's the third time this week!
Speaker 1: "	Speaker 1	3
39	39	102	562	not		Hello? This is Steven. I'd like to speak to Mr. Brown, please.	I'm afraid he is not in at the moment.	I'm afraid he is in at the moment.	Then what time do you think he will be in?	"[""So how do you develop good relationships in the office?"",""Yes, I know. Kind of hard to concentrate, isn't it?"",""Not a great week for the world! Any good news?"",""What a pity. Do you have reproductions of this paint?"",""Are you kidding? $ 100 for this big leather sofa?""]"	[427,507,225,980,868]	[427,507,225,980,868]	5	10	?	13	5		"Speaker 1: Hello? This is Steven. I'd like to speak to Mr. Brown, please.
Speaker 2: I'm afraid he is not in at the moment.
Speaker 1: "	"Speaker 1: Hello? This is Steven. I'd like to speak to Mr. Brown, please.
Speaker 2: I'm afraid he is in at the moment.
Speaker 1: "	Speaker 1	4
40	40	104	569	not		May I help you?__eou__I'm just browsing, thanks.	We're on clearance sale now. Prices have up to twenty percent off. Do not miss the chance.	We're on clearance sale now. Prices have up to twenty percent off. Do miss the chance.	Well, how about fifty percent discount? If so, I'll buy that fur coat.	"[""So wearing a scarf helps your body to stay warm inside your jacket."",""You know, I'm a compulsive overeater. I got to watch what I eat."",""No, but we\u2019Ve got a hurry. It will be the rush hour soon."",""It was my pleasure. How about this evening? I feel very hungry now."",""That's because the fashion, taste and social customs and so on vary considerably.""]"	[133,92,168,812,1087]	[133,92,168,812,1087]	5	13	.	13	5		"Speaker 1: May I help you?
Speaker 2: I'm just browsing, thanks.
Speaker 1: We're on clearance sale now. Prices have up to twenty percent off. Do not miss the chance.
Speaker 2: "	"Speaker 1: May I help you?
Speaker 2: I'm just browsing, thanks.
Speaker 1: We're on clearance sale now. Prices have up to twenty percent off. Do miss the chance.
Speaker 2: "	Speaker 2	0
41	41	105	576	not		Hi, Kerry. Did your husband make cooking for you?	Oh, please do not mention it any more. Last night he did it for the first time.	Oh, please do mention it any more. Last night he did it for the first time.	Really? Was it delicious?	"[""What's wrong with it?"",""So, what's the problem?"",""How did that happen?"",""What's wrong with them?"",""Could you please try?""]"	[148,338,765,54,959]	[148,338,765,54,959]	5	4	?	13	5		"Speaker 1: Hi, Kerry. Did your husband make cooking for you?
Speaker 2: Oh, please do not mention it any more. Last night he did it for the first time.
Speaker 1: "	"Speaker 1: Hi, Kerry. Did your husband make cooking for you?
Speaker 2: Oh, please do mention it any more. Last night he did it for the first time.
Speaker 1: "	Speaker 1	3
